Date,S&P 500,% of S&P 500 members above their 200 dma
8/22/2001,1165.31,52.12
8/23/2001,1162.09,52.12
8/24/2001,1184.93,56.57
8/27/2001,1179.21,55.35
8/28/2001,1161.51,52.12
8/29/2001,1148.6,50.61
8/30/2001,1129.03,46.46
8/31/2001,1133.58,47.47
9/4/2001,1132.94,49.49
9/5/2001,1131.74,48.89
9/6/2001,1106.4,44.44
9/7/2001,1085.78,39.39
9/10/2001,1092.54,37.37
9/17/2001,1038.77,25.91
9/18/2001,1032.74,24.9
9/19/2001,1016.1,21.66
9/20/2001,984.54,17.21
9/21/2001,965.8,11.52
9/24/2001,1003.45,16.33
9/25/2001,1012.27,19.56
9/26/2001,1007.04,18.95
9/27/2001,1018.61,21.17
9/28/2001,1040.94,24.8
10/1/2001,1038.55,24.6
10/2/2001,1051.33,26.81
10/3/2001,1072.28,30.65
10/4/2001,1069.63,28.97
10/5/2001,1071.38,30.18
10/8/2001,1062.44,26.16
10/9/2001,1056.75,25.75
10/10/2001,1080.99,31.39
10/11/2001,1097.43,33.6
10/12/2001,1091.65,31.59
10/15/2001,1089.98,31.59
10/16/2001,1097.54,33.4
10/17/2001,1077.09,28.17
10/18/2001,1068.61,27.16
10/19/2001,1073.48,27.36
10/22/2001,1089.9,30.38
10/23/2001,1084.78,30.38
10/24/2001,1085.2,28.57
10/25/2001,1100.09,32.39
10/26/2001,1104.61,34.81
10/29/2001,1078.3,28.37
10/30/2001,1059.79,25.15
10/31/2001,1059.78,25.15
11/1/2001,1084.1,29.98
11/2/2001,1087.2,31.39
11/5/2001,1102.84,35.01
11/6/2001,1118.86,39.64
11/7/2001,1115.8,39.64
11/8/2001,1118.54,38.83
11/9/2001,1120.31,38.83
11/12/2001,1118.33,37.42
11/13/2001,1139.09,43.26
11/14/2001,1141.21,44.06
11/15/2001,1142.24,43.26
11/16/2001,1138.65,44.47
11/19/2001,1151.06,45.88
11/20/2001,1142.66,44.47
11/21/2001,1137.03,43.86
11/23/2001,1150.34,46.88
11/26/2001,1157.42,48.29
11/27/2001,1149.5,47.08
11/28/2001,1128.52,43.46
11/29/2001,1140.2,46.28
11/30/2001,1139.45,45.67
12/3/2001,1129.9,44.67
12/4/2001,1144.8,48.89
12/5/2001,1170.35,57.55
12/6/2001,1167.1,58.95
12/7/2001,1158.31,55.94
12/10/2001,1139.93,50.3
12/11/2001,1136.76,49.3
12/12/2001,1137.07,48.29
12/13/2001,1119.38,44.76
12/14/2001,1123.09,46.28
12/17/2001,1134.36,48.29
12/18/2001,1142.92,51.91
12/19/2001,1149.56,52.92
12/20/2001,1139.93,52.11
12/21/2001,1144.89,52.72
12/24/2001,1144.65,54.73
12/26/2001,1149.37,56.34
12/27/2001,1157.13,58.75
12/28/2001,1161.02,60.16
12/31/2001,1148.08,58.03
1/2/2002,1154.67,58.63
1/3/2002,1165.27,61.04
1/4/2002,1172.51,63.86
1/7/2002,1164.89,63.05
1/8/2002,1160.71,60.64
1/9/2002,1155.14,59.24
1/10/2002,1156.55,57.83
1/11/2002,1145.6,54.82
1/14/2002,1138.41,52.81
1/15/2002,1146.19,54.82
1/16/2002,1127.57,50.2
1/17/2002,1138.88,53.21
1/18/2002,1127.58,50.6
1/22/2002,1119.31,49.4
1/23/2002,1128.19,51.41
1/24/2002,1132.16,55.42
1/25/2002,1133.28,56.63
1/28/2002,1133.06,55.82
1/29/2002,1100.64,47.99
1/30/2002,1113.57,51.51
1/31/2002,1130.21,54.53
2/1/2002,1122.2,53.72
2/4/2002,1094.44,47.89
2/5/2002,1090.02,47.28
2/6/2002,1083.51,45.88
2/7/2002,1080.17,44.47
2/8/2002,1096.22,48.29
2/11/2002,1111.94,53.12
2/12/2002,1107.5,52.52
2/13/2002,1118.51,55.73
2/14/2002,1116.48,56.14
2/15/2002,1104.18,54.53
2/19/2002,1083.34,48.89
2/20/2002,1097.98,52.52
2/21/2002,1080.95,49.09
2/22/2002,1089.84,50.91
2/25/2002,1109.44,55.94
2/26/2002,1109.38,55.94
2/27/2002,1109.89,56.94
2/28/2002,1106.73,55.13
3/1/2002,1131.78,61.97
3/4/2002,1153.84,66.4
3/5/2002,1146.14,65.79
3/6/2002,1162.77,72.03
3/7/2002,1157.54,70.82
3/8/2002,1164.31,72.23
3/11/2002,1168.26,74.65
3/12/2002,1165.58,73.64
3/13/2002,1154.09,72.64
3/14/2002,1153.04,72.43
3/15/2002,1166.16,75.05
3/18/2002,1165.55,75.86
3/19/2002,1170.29,76.66
3/20/2002,1151.85,74.25
3/21/2002,1153.59,75.65
3/22/2002,1148.7,74.25
3/25/2002,1131.87,71.43
3/26/2002,1138.49,72.64
3/27/2002,1144.58,74.85
3/28/2002,1147.39,74.45
4/1/2002,1146.55,74.45
4/2/2002,1136.77,73.24
4/3/2002,1125.4,69.62
4/4/2002,1126.34,70.62
4/5/2002,1122.73,71.43
4/8/2002,1125.29,72.29
4/9/2002,1117.8,71.69
4/10/2002,1130.46,73.9
4/11/2002,1103.69,70.68
4/12/2002,1111.01,70.48
4/15/2002,1102.55,70.88
4/16/2002,1128.37,73.9
4/17/2002,1126.07,74.9
4/18/2002,1124.47,73.49
4/19/2002,1125.17,73.49
4/22/2002,1107.83,70.48
4/23/2002,1100.96,69.88
4/24/2002,1093.14,68.07
4/25/2002,1091.48,67.07
4/26/2002,1076.32,64.86
4/29/2002,1065.46,61.65
4/30/2002,1076.92,65.46
5/1/2002,1086.46,66.87
5/2/2002,1084.56,65.86
5/3/2002,1073.43,64.59
5/6/2002,1052.67,60.97
5/7/2002,1049.49,60.76
5/8/2002,1088.85,66
5/9/2002,1073.01,63.58
5/10/2002,1054.99,60.56
5/13/2002,1074.56,63.78
5/14/2002,1097.28,68.01
5/15/2002,1091.07,68.27
5/16/2002,1098.23,68.67
5/17/2002,1106.59,69.48
5/20/2002,1091.88,66.87
5/21/2002,1079.88,65.86
5/22/2002,1086.02,66.06
5/23/2002,1097.08,67.4
5/24/2002,1083.82,65.46
5/28/2002,1074.55,64.26
5/29/2002,1067.66,62.45
5/30/2002,1064.66,60.84
5/31/2002,1067.14,63.05
6/3/2002,1040.68,57.43
6/4/2002,1040.69,56.63
6/5/2002,1049.9,59.04
6/6/2002,1029.15,55.02
6/7/2002,1027.53,57.43
6/10/2002,1030.74,58.23
6/11/2002,1013.6,54.22
6/12/2002,1020.26,53.82
6/13/2002,1009.56,50.2
6/14/2002,1007.28,48.39
6/17/2002,1036.17,55.22
6/18/2002,1037.14,56.43
6/19/2002,1019.99,53.41
6/20/2002,1006.29,51
6/21/2002,989.14,48.39
6/24/2002,992.72,46.79
6/25/2002,976.14,42.97
6/26/2002,973.53,42.37
6/27/2002,990.64,44.18
6/28/2002,989.81,46.59
7/1/2002,968.65,42.37
7/2/2002,948.09,35.74
7/3/2002,953.99,34.94
7/5/2002,989.03,42.97
7/8/2002,976.98,40.76
7/9/2002,952.83,34.14
7/10/2002,920.47,26.1
7/11/2002,927.37,24.7
7/12/2002,921.39,22.09
7/15/2002,917.93,18.27
7/16/2002,901.05,12.88
7/17/2002,906.04,14.26
7/18/2002,881.56,9.44
7/19/2002,847.76,5.02
7/22/2002,819.85,3.23
7/23/2002,797.7,3.63
7/24/2002,843.42,8.27
7/25/2002,838.68,11.52
7/26/2002,852.84,11.72
7/29/2002,898.96,19.8
7/30/2002,902.78,20.2
7/31/2002,911.62,22.02
8/1/2002,884.66,18.38
8/2/2002,864.24,13.33
8/5/2002,834.6,10.51
8/6/2002,859.57,14.34
8/7/2002,876.77,17.14
8/8/2002,905.46,22.98
8/9/2002,908.64,24.4
8/12/2002,903.8,24.4
8/13/2002,884.21,20.77
8/14/2002,919.62,26.56
8/15/2002,930.25,29.78
8/16/2002,928.77,28.57
8/19/2002,950.72,30.99
8/20/2002,937.43,28.37
8/21/2002,949.36,31.45
8/22/2002,962.7,33.87
8/23/2002,940.86,31.25
8/26/2002,947.95,32.86
8/27/2002,934.82,30.04
8/28/2002,917.87,28.02
8/29/2002,917.8,27.02
8/30/2002,916.07,28.23
9/3/2002,878.02,20.4
9/4/2002,893.41,23.39
9/5/2002,879.15,20.77
9/6/2002,893.92,23.39
9/9/2002,902.96,25.4
9/10/2002,909.58,25.4
9/11/2002,909.45,24.6
9/12/2002,886.91,20.56
9/13/2002,889.81,21.57
9/16/2002,891.1,21.17
9/17/2002,873.52,17.94
9/18/2002,869.46,16.13
9/19/2002,843.32,12.5
9/20/2002,845.39,13.71
9/23/2002,833.7,12.1
9/24/2002,819.29,9.27
9/25/2002,839.66,11.29
9/26/2002,854.95,16.53
9/27/2002,827.37,12.5
9/30/2002,815.28,11.07
10/1/2002,847.91,16.9
10/2/2002,827.91,13.08
10/3/2002,818.95,12.68
10/4/2002,800.58,9.26
10/7/2002,785.28,9.05
10/8/2002,798.55,10.46
10/9/2002,776.76,8.85
10/10/2002,803.92,10.46
10/11/2002,835.32,12.47
10/14/2002,841.44,14.08
10/15/2002,881.27,21.33
10/16/2002,860.02,17.51
10/17/2002,879.2,20.52
10/18/2002,884.39,21.93
10/21/2002,899.72,26.56
10/22/2002,890.16,23.34
10/23/2002,896.14,26.16
10/24/2002,882.5,21.93
10/25/2002,897.65,24.14
10/28/2002,890.23,22.13
10/29/2002,882.15,21.53
10/30/2002,890.71,24.14
10/31/2002,885.76,22.33
11/1/2002,900.96,26.96
11/4/2002,908.35,27.57
11/5/2002,915.39,26.76
11/6/2002,923.76,29.78
11/7/2002,902.65,24.6
11/8/2002,894.74,23.39
11/11/2002,876.19,17.34
11/12/2002,882.95,18.31
11/13/2002,882.53,17.71
11/14/2002,904.27,23.74
11/15/2002,909.83,26.96
11/18/2002,900.36,23.34
11/19/2002,896.74,22.33
11/20/2002,914.15,29.78
11/21/2002,933.76,33.8
11/22/2002,930.55,34
11/25/2002,932.88,34.41
11/26/2002,913.31,27.97
11/27/2002,938.87,35.81
11/29/2002,936.31,35.41
12/2/2002,934.53,34.61
12/3/2002,920.75,32.19
12/4/2002,917.57,30.38
12/5/2002,906.55,25.96
12/6/2002,912.23,29.98
12/9/2002,892,22.13
12/10/2002,904.45,27.57
12/11/2002,904.96,27.97
12/12/2002,901.59,28.17
12/13/2002,889.48,24.14
12/16/2002,910.4,30.38
12/17/2002,902.99,29.44
12/18/2002,891.12,26.76
12/19/2002,884.25,25.35
12/20/2002,895.75,29.78
12/23/2002,897.38,29.78
12/24/2002,892.47,29.18
12/26/2002,889.66,29.18
12/27/2002,875.4,24.95
12/30/2002,879.39,26.16
12/31/2002,879.82,26.56
1/2/2003,909.03,36.02
1/3/2003,908.59,36.02
1/6/2003,929.01,43.06
1/7/2003,922.93,41.25
1/8/2003,909.93,35.61
1/9/2003,927.58,42.25
1/10/2003,927.57,42.05
1/13/2003,926.26,40.93
1/14/2003,931.66,42.05
1/15/2003,918.22,38.43
1/16/2003,914.6,39.44
1/17/2003,901.78,35.61
1/21/2003,887.62,30.58
1/22/2003,878.36,27.77
1/23/2003,887.34,30.78
1/24/2003,861.4,24.55
1/27/2003,847.48,20.12
1/28/2003,858.54,23.74
1/29/2003,864.36,23.74
1/30/2003,844.61,20.52
1/31/2003,855.7,22.74
2/3/2003,860.32,24.14
2/4/2003,848.2,21.73
2/5/2003,843.59,21.53
2/6/2003,838.15,20.93
2/7/2003,829.69,18.51
2/10/2003,835.97,21.53
2/11/2003,829.2,20.72
2/12/2003,818.68,17.3
2/13/2003,817.37,17.91
2/14/2003,834.89,20.12
2/18/2003,851.17,24.7
2/19/2003,845.13,23.09
2/20/2003,837.1,23.09
2/21/2003,848.17,26.51
2/24/2003,832.58,23.49
2/25/2003,838.57,23.29
2/26/2003,827.55,21.29
2/27/2003,837.28,23.29
2/28/2003,841.15,24.3
3/3/2003,834.81,23.49
3/4/2003,821.99,21.08
3/5/2003,829.85,23.49
3/6/2003,822.1,23.69
3/7/2003,828.89,25.3
3/10/2003,807.48,20.08
3/11/2003,800.73,19.08
3/12/2003,804.19,19.08
3/13/2003,831.9,26.91
3/14/2003,833.27,26.91
3/17/2003,862.79,35.94
3/18/2003,866.45,38.35
3/19/2003,874.02,38.63
3/20/2003,875.67,41.25
3/21/2003,895.79,51.41
3/24/2003,864.23,38.15
3/25/2003,874.74,43.17
3/26/2003,869.95,41.37
3/27/2003,868.52,41.57
3/28/2003,863.5,40.56
3/31/2003,848.18,35.34
4/1/2003,858.48,40.16
4/2/2003,880.9,49
4/3/2003,876.45,46.18
4/4/2003,878.85,47.59
4/7/2003,879.93,49.4
4/8/2003,878.29,46.59
4/9/2003,865.99,43.37
4/10/2003,871.58,46.39
4/11/2003,868.3,46.18
4/14/2003,885.23,53.21
4/15/2003,890.81,55.22
4/16/2003,879.91,50.4
4/17/2003,893.58,57.23
4/21/2003,892.01,56.83
4/22/2003,911.37,63.65
4/23/2003,919.02,66.67
4/24/2003,911.43,64.06
4/25/2003,898.81,60.84
4/28/2003,914.84,66.27
4/29/2003,917.84,68.27
4/30/2003,916.92,68.67
5/1/2003,916.3,66.87
5/2/2003,930.08,73.49
5/5/2003,926.55,72.89
5/6/2003,934.39,74.3
5/7/2003,929.62,74.1
5/8/2003,920.27,71.08
5/9/2003,933.41,77.31
5/12/2003,945.11,80.12
5/13/2003,942.3,80.12
5/14/2003,939.28,79.32
5/15/2003,946.67,81.12
5/16/2003,944.3,81.53
5/19/2003,920.77,75.5
5/20/2003,919.73,75.1
5/21/2003,923.42,76.51
5/22/2003,931.87,79.16
5/23/2003,933.22,79.16
5/27/2003,951.48,83.17
5/28/2003,953.22,82.97
5/29/2003,949.64,82.57
5/30/2003,963.59,85.57
6/2/2003,967,87.58
6/3/2003,971.56,88.38
6/4/2003,986.24,89.98
6/5/2003,990.14,89.58
6/6/2003,987.76,90.18
6/9/2003,975.93,87.78
6/10/2003,984.84,89.58
6/11/2003,997.48,90.38
6/12/2003,998.51,90.98
6/13/2003,988.61,89.38
6/16/2003,1010.74,91.18
6/17/2003,1011.66,91.58
6/18/2003,1010.09,90.78
6/19/2003,994.7,90.38
6/20/2003,995.69,90.58
6/23/2003,981.64,88.18
6/24/2003,983.45,87.37
6/25/2003,975.32,85.97
6/26/2003,985.82,88.18
6/27/2003,976.22,86.97
6/30/2003,974.5,86.57
7/1/2003,982.32,86.97
7/2/2003,993.75,88.38
7/3/2003,985.7,87.37
7/7/2003,1004.42,89.18
7/8/2003,1007.84,89.98
7/9/2003,1002.21,89.78
7/10/2003,988.7,88.18
7/11/2003,998.14,88.58
7/14/2003,1003.86,89.18
7/15/2003,1000.42,88.55
7/16/2003,994,87.55
7/17/2003,981.73,86.37
7/18/2003,993.32,88.78
7/21/2003,978.8,85.97
7/22/2003,988.11,87.78
7/23/2003,988.61,87.78
7/24/2003,981.6,86.17
7/25/2003,998.68,87.37
7/28/2003,996.52,88.58
7/29/2003,989.28,85.77
7/30/2003,987.49,86.17
7/31/2003,990.31,86.37
8/1/2003,980.15,83.37
8/4/2003,982.82,83.17
8/5/2003,965.46,79.16
8/6/2003,967.08,80.56
8/7/2003,974.12,81.96
8/8/2003,977.59,82.57
8/11/2003,980.59,81.96
8/12/2003,990.35,84.97
8/13/2003,984.03,84.37
8/14/2003,990.51,84.37
8/15/2003,990.67,84.37
8/18/2003,999.74,85.97
8/19/2003,1002.35,87.37
8/20/2003,1000.3,87.75
8/21/2003,1003.28,88.55
8/22/2003,993.06,87.15
8/25/2003,993.71,86.77
8/26/2003,996.73,87.58
8/27/2003,996.79,88.58
8/28/2003,1002.84,89.18
8/29/2003,1008.01,90.98
9/2/2003,1021.99,92.18
9/3/2003,1026.27,92.79
9/4/2003,1027.97,92.79
9/5/2003,1021.39,92.18
9/8/2003,1031.64,92.99
9/9/2003,1023.17,91.98
9/10/2003,1010.92,90.78
9/11/2003,1016.42,90.58
9/12/2003,1018.63,91.58
9/15/2003,1014.81,90.38
9/16/2003,1029.32,91.78
9/17/2003,1025.97,91.38
9/18/2003,1039.58,91.98
9/19/2003,1036.3,92.38
9/22/2003,1022.82,89.78
9/23/2003,1029.03,89.98
9/24/2003,1009.38,87.58
9/25/2003,1003.27,85.97
9/26/2003,996.85,84.37
9/29/2003,1006.58,85.37
9/30/2003,995.97,85.17
10/1/2003,1018.22,88.78
10/2/2003,1020.24,89.38
10/3/2003,1029.85,90.18
10/6/2003,1034.35,90.18
10/7/2003,1039.25,90.78
10/8/2003,1033.78,90.18
10/9/2003,1038.73,89.38
10/10/2003,1038.06,88.78
10/13/2003,1045.35,90.78
10/14/2003,1049.48,89.98
10/15/2003,1046.76,89.18
10/16/2003,1050.07,90.38
10/17/2003,1039.32,88.38
10/20/2003,1044.68,88.18
10/21/2003,1046.03,87.78
10/22/2003,1030.36,85.77
10/23/2003,1033.77,87.17
10/24/2003,1028.91,86.77
10/27/2003,1031.13,87.17
10/28/2003,1046.79,88.98
10/29/2003,1048.11,89.18
10/30/2003,1046.94,89.18
10/31/2003,1050.71,90.18
11/3/2003,1059.02,90.78
11/4/2003,1053.25,88.98
11/5/2003,1051.81,88.58
11/6/2003,1058.05,89.58
11/7/2003,1053.21,89.18
11/10/2003,1047.11,88.18
11/11/2003,1046.57,88.18
11/12/2003,1058.56,89.38
11/13/2003,1058.41,89.98
11/14/2003,1050.35,88.58
11/17/2003,1043.63,86.77
11/18/2003,1034.15,84.97
11/19/2003,1042.44,86.17
11/20/2003,1033.65,84.17
11/21/2003,1035.28,84.77
11/24/2003,1052.08,86.77
11/25/2003,1053.89,88.38
11/26/2003,1058.45,89.18
11/28/2003,1058.2,89.18
12/1/2003,1070.12,89.98
12/2/2003,1066.62,89.18
12/3/2003,1064.73,89.58
12/4/2003,1069.72,89.98
12/5/2003,1061.5,89.18
12/8/2003,1069.3,90.38
12/9/2003,1060.18,89.98
12/10/2003,1059.05,88.18
12/11/2003,1071.21,89.98
12/12/2003,1074.14,91.78
12/15/2003,1068.04,90.58
12/16/2003,1075.13,90.38
12/17/2003,1076.48,90.58
12/18/2003,1089.18,92.59
12/19/2003,1088.67,92.79
12/22/2003,1092.94,93.99
12/23/2003,1096.02,93.79
12/24/2003,1094.04,93.39
12/26/2003,1095.89,93.39
12/29/2003,1109.48,94.39
12/30/2003,1109.64,94.79
12/31/2003,1111.92,95.19
1/2/2004,1108.48,93.79
1/5/2004,1122.22,95.19
1/6/2004,1123.67,94.79
1/7/2004,1126.33,94.39
1/8/2004,1131.92,94.59
1/9/2004,1121.86,93.79
1/12/2004,1127.23,93.99
1/13/2004,1121.22,93.19
1/14/2004,1130.52,93.99
1/15/2004,1132.05,93.79
1/16/2004,1139.83,93.99
1/20/2004,1138.77,93.59
1/21/2004,1147.62,94.79
1/22/2004,1143.94,94.99
1/23/2004,1141.55,94.99
1/26/2004,1155.37,95.19
1/27/2004,1144.05,93.99
1/28/2004,1128.48,92.18
1/29/2004,1134.12,92.38
1/30/2004,1131.13,91.78
2/2/2004,1135.26,92.38
2/3/2004,1136.03,92.59
2/4/2004,1126.53,91.58
2/5/2004,1128.59,91.58
2/6/2004,1142.76,93.19
2/9/2004,1139.81,92.79
2/10/2004,1145.54,93.39
2/11/2004,1157.76,93.99
2/12/2004,1152.11,94.19
2/13/2004,1145.81,93.19
2/17/2004,1156.99,94.19
2/18/2004,1151.82,93.79
2/19/2004,1147.06,92.38
2/20/2004,1144.11,91.78
2/23/2004,1140.99,90.58
2/24/2004,1139.09,90.58
2/25/2004,1143.67,90.78
2/26/2004,1144.91,90.98
2/27/2004,1144.94,91.18
3/1/2004,1155.96,91.33
3/2/2004,1149.1,90.73
3/3/2004,1151.04,90.93
3/4/2004,1154.88,91.13
3/5/2004,1156.87,90.73
3/8/2004,1147.21,89.68
3/9/2004,1140.58,86.64
3/10/2004,1123.89,81.78
3/11/2004,1106.78,79.15
3/12/2004,1120.57,82.39
3/15/2004,1104.49,77.94
3/16/2004,1110.7,79.96
3/17/2004,1123.75,82.19
3/18/2004,1122.32,82.19
3/19/2004,1109.78,78.54
3/22/2004,1095.4,75.91
3/23/2004,1093.95,74.75
3/24/2004,1091.33,74.55
3/25/2004,1109.19,80.56
3/26/2004,1108.06,79.56
3/29/2004,1122.47,81.96
3/30/2004,1127,82.16
3/31/2004,1126.21,82.16
4/1/2004,1132.17,83.57
4/2/2004,1141.81,85.77
4/5/2004,1150.57,87.17
4/6/2004,1148.16,86.97
4/7/2004,1140.53,86.17
4/8/2004,1139.32,84.77
4/12/2004,1145.2,85.57
4/13/2004,1129.44,82.36
4/14/2004,1128.17,80.76
4/15/2004,1128.84,79.96
4/16/2004,1134.61,80.56
4/19/2004,1135.82,79.96
4/20/2004,1118.15,76.15
4/21/2004,1124.09,76.55
4/22/2004,1139.93,79.96
4/23/2004,1140.6,81.56
4/26/2004,1135.53,79.16
4/27/2004,1138.11,79.76
4/28/2004,1122.41,75.75
4/29/2004,1113.89,71.54
4/30/2004,1107.31,70.14
5/3/2004,1117.49,70.88
5/4/2004,1119.55,70.48
5/5/2004,1121.53,72.29
5/6/2004,1113.99,68.88
5/7/2004,1098.7,61.24
5/10/2004,1087.12,54.82
5/11/2004,1095.45,58.43
5/12/2004,1097.28,59.64
5/13/2004,1096.44,59.84
5/14/2004,1095.7,59.44
5/17/2004,1084.1,53.82
5/18/2004,1091.49,57.63
5/19/2004,1088.69,56.22
5/20/2004,1089.19,55.42
5/21/2004,1093.56,57.03
5/24/2004,1095.41,59.32
5/25/2004,1113.05,66.13
5/26/2004,1114.94,66.73
5/27/2004,1121.28,70.54
5/28/2004,1120.68,69.74
6/1/2004,1121.2,68.94
6/2/2004,1124.99,70.54
6/3/2004,1116.64,67.33
6/4/2004,1122.5,69.54
6/7/2004,1140.42,74.55
6/8/2004,1142.18,73.95
6/9/2004,1131.33,70.74
6/10/2004,1136.47,70.54
6/14/2004,1125.29,68.14
6/15/2004,1132.01,69.74
6/16/2004,1133.56,69.74
6/17/2004,1132.05,69.54
6/18/2004,1135.02,69.74
6/21/2004,1130.3,69.54
6/22/2004,1134.41,71.14
6/23/2004,1144.06,73.75
6/24/2004,1140.65,72.95
6/25/2004,1134.43,73.35
6/28/2004,1133.35,73.55
6/29/2004,1136.2,72.14
6/30/2004,1140.84,73.15
7/1/2004,1128.94,68.94
7/2/2004,1125.38,69.34
7/6/2004,1116.21,65.33
7/7/2004,1118.33,64.93
7/8/2004,1109.11,60.52
7/9/2004,1112.81,61.52
7/12/2004,1114.35,62.53
7/13/2004,1115.14,60.72
7/14/2004,1111.47,60.52
7/15/2004,1106.69,59.32
7/16/2004,1101.4,57.72
7/19/2004,1100.91,58.12
7/20/2004,1108.67,59.72
7/21/2004,1093.88,56.11
7/22/2004,1096.85,54.91
7/23/2004,1086.2,52.71
7/26/2004,1084.07,50.9
7/27/2004,1094.83,52.71
7/28/2004,1095.42,52.71
7/29/2004,1100.43,55.51
7/30/2004,1101.72,55.71
8/2/2004,1106.62,58.12
8/3/2004,1099.69,54.31
8/4/2004,1098.63,53.91
8/5/2004,1080.7,49.1
8/6/2004,1063.97,42.08
8/9/2004,1065.22,43.29
8/10/2004,1079.04,46.89
8/11/2004,1075.8,45.69
8/12/2004,1063.23,41.88
8/13/2004,1064.8,42.69
8/16/2004,1079.34,47.49
8/17/2004,1081.71,47.9
8/18/2004,1095.17,51.7
8/19/2004,1091.23,51.1
8/20/2004,1098.35,54.11
8/23/2004,1095.68,53.71
8/24/2004,1096.19,53.51
8/25/2004,1104.96,54.71
8/26/2004,1105.09,55.51
8/27/2004,1107.77,56.31
8/30/2004,1099.15,53.71
8/31/2004,1104.24,55.51
9/1/2004,1105.91,56.11
9/2/2004,1118.31,59.52
9/3/2004,1113.63,59.12
9/7/2004,1121.3,61.92
9/8/2004,1116.27,59.92
9/9/2004,1118.38,59.52
9/10/2004,1123.92,60.52
9/13/2004,1125.82,61.32
9/14/2004,1128.33,62.32
9/15/2004,1120.37,59.52
9/16/2004,1123.5,62.53
9/17/2004,1128.55,62.73
9/20/2004,1122.2,60.12
9/21/2004,1129.3,61.52
9/22/2004,1113.56,57.92
9/23/2004,1108.36,57.31
9/24/2004,1110.11,57.92
9/27/2004,1103.52,56.11
9/28/2004,1110.06,57.31
9/29/2004,1114.8,59.12
9/30/2004,1114.58,60.92
10/1/2004,1131.5,63.93
10/4/2004,1135.17,66.13
10/5/2004,1134.48,65.33
10/6/2004,1142.05,66.13
10/7/2004,1130.65,63.13
10/8/2004,1122.14,60.32
10/11/2004,1124.39,60.12
10/12/2004,1121.84,59.44
10/13/2004,1113.65,57.03
10/14/2004,1103.29,53.61
10/15/2004,1108.2,55.62
10/18/2004,1114.02,54.42
10/19/2004,1103.23,50.6
10/20/2004,1103.66,50
10/21/2004,1106.49,51.41
10/22/2004,1095.73,50.4
10/25/2004,1094.81,50.4
10/26/2004,1111.09,55.62
10/27/2004,1125.4,61.45
10/28/2004,1127.44,60.84
10/29/2004,1130.2,61.85
11/1/2004,1130.51,62.45
11/2/2004,1130.55,62.25
11/3/2004,1143.2,65.86
11/4/2004,1161.67,71.29
11/5/2004,1166.17,72.49
11/8/2004,1164.89,73.49
11/9/2004,1164.08,73.09
11/10/2004,1162.91,72.49
11/11/2004,1173.48,77.11
11/12/2004,1184.17,77.71
11/15/2004,1183.82,77.91
11/16/2004,1175.43,75.5
11/17/2004,1181.94,77.51
11/18/2004,1183.55,78.11
11/19/2004,1170.34,75.1
11/22/2004,1177.24,75.7
11/23/2004,1176.94,75.5
11/24/2004,1181.76,76.71
11/26/2004,1182.65,76.91
11/29/2004,1178.57,76.71
11/30/2004,1173.82,75.9
12/1/2004,1191.37,80.72
12/2/2004,1190.33,80.92
12/3/2004,1191.17,80.68
12/6/2004,1190.25,80.48
12/7/2004,1177.08,78.27
12/8/2004,1182.81,78.07
12/9/2004,1189.24,79.48
12/10/2004,1188,78.67
12/13/2004,1198.68,80.89
12/14/2004,1203.38,81.89
12/15/2004,1205.72,82.09
12/16/2004,1203.21,80.48
12/17/2004,1194.22,80.89
12/20/2004,1194.65,80.08
12/21/2004,1205.46,82.29
12/22/2004,1209.57,83.1
12/23/2004,1210.13,83.5
12/27/2004,1204.92,82.09
12/28/2004,1213.54,84.1
12/29/2004,1213.45,84.71
12/30/2004,1213.55,85.31
12/31/2004,1211.92,85.31
1/3/2005,1202.08,84.1
1/4/2005,1188.05,80.89
1/5/2005,1183.74,77.87
1/6/2005,1187.89,79.07
1/7/2005,1186.19,77.87
1/10/2005,1190.24,79.28
1/11/2005,1182.99,76.66
1/12/2005,1187.7,79.07
1/13/2005,1177.45,74.45
1/14/2005,1184.52,76.46
1/18/2005,1195.98,79.07
1/19/2005,1184.63,76.86
1/20/2005,1175.41,74.25
1/21/2005,1167.87,72.03
1/24/2005,1163.75,71.03
1/25/2005,1168.41,71.43
1/26/2005,1174.07,72.23
1/27/2005,1174.55,72.23
1/28/2005,1171.36,71.83
1/31/2005,1181.27,74.85
2/1/2005,1189.41,75.86
2/2/2005,1193.19,76.31
2/3/2005,1189.89,74.5
2/4/2005,1203.03,77.51
2/7/2005,1201.72,77.91
2/8/2005,1202.3,77.71
2/9/2005,1191.99,75.3
2/10/2005,1197.01,75.1
2/11/2005,1205.3,79.12
2/14/2005,1206.14,77.31
2/15/2005,1210.13,79.32
2/16/2005,1210.34,78.92
2/17/2005,1200.75,75.7
2/18/2005,1201.59,74.3
2/22/2005,1184.16,68.88
2/23/2005,1190.8,70.48
2/24/2005,1200.2,72.89
2/25/2005,1211.37,76.1
2/28/2005,1203.6,75.1
3/1/2005,1210.41,77.31
3/2/2005,1210.08,76.71
3/3/2005,1210.47,76.51
3/4/2005,1222.13,77.91
3/7/2005,1225.31,79.32
3/8/2005,1219.43,78.31
3/9/2005,1207.01,74.7
3/10/2005,1209.25,75.7
3/11/2005,1200.08,72.89
3/14/2005,1206.83,74.7
